CHRG_DESC,PREM_DESC,ADDRESS,LAT_LONG,DATETIME,DOW,DISTRICT,CASE_NUMBER
MOTOR VEHICLE THEFT,RESIDENCE/HOME,195 ROSEWOOD AVE,"41.3118264, -72.87583620000001",2020-02-11T07:50:00Z,TUE,9,20007250
MOTOR VEHICLE THEFT,RESIDENCE/HOME,231 RUSSELL ST,"41.2988946, -72.8813249",2020-02-11T08:59:00Z,TUE,9,20007257
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,43 EMILY RD,"41.3235391, -72.874867",2020-02-14T15:27:00Z,FRI,9,20007795
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,NORTON ST & WHALLEY A,"41.3165165, -72.9467793",2020-02-16T16:02:00Z,SUN,10,20008132
LARCENY,PARKING LOT/GARAGE,201 ORANGE ST,"41.3065743, -72.9230364",2019-07-21T05:17:00Z,SUN,1,19028524
MOTOR VEHICLE THEFT,RENTAL STORAGE FACILITY,290 STATE ST,"41.3040731, -72.9238172",2019-07-19T09:59:00Z,FRI,1,19028243
ROBBERY,STREET/HIGHWAY/ALLEYWAY,66 CHURCH ST,"41.30509199999999, -72.926895",2019-07-18T13:05:00Z,THU,1,19028126
LARCENY,PARKING LOT/GARAGE,518 CENTRAL AVE,"41.3233318, -72.96127729999999",2019-07-17T11:15:00Z,WED,2,19027950
LARCENY,RESIDENCE/HOME,173 LAWNCREST RD,"41.3319085, -72.9820182",2019-07-18T05:52:00Z,THU,2,19028072
LARCENY,RESIDENCE/HOME,191 LAWNCREST RD,"41.3321572, -72.98164919999999",2019-07-18T09:28:00Z,THU,2,19028085
LARCENY,PARKING LOT/GARAGE,439 CENTRAL AVE,"41.3210443, -72.9615122",2019-07-19T08:57:00Z,FRI,2,19028226
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,120 VALLEY ST,"41.329743, -72.9626195",2019-07-15T08:29:00Z,MON,2,19027581
ROBBERY,SERVICE/GAS STATION,158 FITCH ST,"41.327486, -72.953799",2019-07-16T23:29:00Z,TUE,2,19027892
BURGLARY,RESIDENCE/HOME,173 KIMBERLY AVE,"41.2878161, -72.93560579999999",2019-07-18T20:59:00Z,THU,3,19028204
BURGLARY,RESIDENCE/HOME,37 KIMBERLY AVE,"41.2913361, -72.9335504",2019-07-17T18:36:00Z,WED,3,19028031
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,114 LAMBERTON ST,"41.2905469, -72.936133",2019-07-18T00:57:00Z,THU,3,19028066
RAPE,AUTO DEALERSHIP,470 ELLA T GRASSO BLVD,"41.29252049999999, -72.9437032",2019-07-18T17:00:00Z,THU,3,19028163
BURGLARY,RESIDENCE/HOME,323 WINTHROP AVE,"41.3129207, -72.9460335",2019-07-16T13:40:00Z,TUE,4,19027831
BURGLARY,RESIDENCE/HOME,1231 ELLA T GRASSO BLVD,"41.3118395, -72.9522619",2019-07-18T18:04:00Z,THU,4,19028157
LARCENY,STREET/HIGHWAY/ALLEYWAY,VINE ST & LEGION AVE,"41.3060106, -72.9436678",2019-07-17T09:12:00Z,WED,4,19027920
ROBBERY,RESIDENCE/HOME,603 ELM ST,"41.3147441, -72.9411198",2019-07-18T16:28:00Z,THU,4,19028122
AGGRAVATED ASSAULT,RESIDENCE/HOME,168 DAVENPORT AVE,"41.302107, -72.9391265",2019-07-19T10:13:00Z,FRI,5,19028317
BURGLARY,RESIDENCE/HOME,22 VINE ST,"41.3052182, -72.94372659999999",2019-07-19T20:37:00Z,FRI,5,19028390
ROBBERY,CONSTRUCTION SITE,200 DAVENPORT AVE,"41.301745, -72.94014179999999",2019-07-21T22:59:00Z,SUN,5,19028596
ROBBERY,STREET/HIGHWAY/ALLEYWAY,GOFFE ST & COUNTY ST,"41.3184704, -72.9385734",2019-07-17T15:40:00Z,WED,6,19027988
AGGRAVATED ASSAULT,RESIDENCE/HOME,888 WINCHESTER AVE,"41.3337641, -72.9251373",2019-07-19T02:30:00Z,FRI,7,19028194
BURGLARY,RESIDENCE/HOME,155 CEDAR HILL AVE,"41.3201857, -72.89947599999999",2019-07-16T12:34:00Z,TUE,7,19027798
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,DAISY ST & GOODYEAR ST,"41.3345534, -72.9318187",2019-07-18T23:26:00Z,THU,7,19028124
RAPE,RESIDENCE/HOME,44 BASSETT ST,"41.3307688, -72.9274393",2019-07-17T05:01:00Z,WED,7,19027905
LARCENY,RESIDENCE/HOME,633 ORANGE ST,"41.3174643, -72.9148424",2019-07-15T08:59:00Z,MON,7,19027585
LARCENY,RESIDENCE/HOME,214 WILLOW ST,"41.3215854, -72.9111509",2019-07-16T09:35:00Z,TUE,7,19027748
LARCENY,STREET/HIGHWAY/ALLEYWAY,400 MANSFIELD ST,"41.32618129999999, -72.9246939",2019-07-17T14:40:00Z,WED,7,19027982
LARCENY,STREET/HIGHWAY/ALLEYWAY,10 LIVINGSTON ST,"41.319334, -72.9168506",2019-07-18T10:54:00Z,THU,7,19028095
LARCENY,PARKING LOT/GARAGE,889 STATE ST,"41.3139204, -72.9120689",2019-07-20T15:27:00Z,SAT,7,19028478
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,883 ORANGE ST,"41.3243303, -72.9096742",2019-07-17T11:23:00Z,WED,7,19027945
MOTOR VEHICLE THEFT,RESIDENCE/HOME,56 CLARK ST,"41.3142888, -72.9150208",2019-07-18T10:05:00Z,THU,7,19028089
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,706 DIXWELL AVE,"41.3323765, -72.9354832",2019-07-21T07:54:00Z,SUN,7,19028543
ROBBERY,STREET/HIGHWAY/ALLEYWAY,VIEW ST & ROCK ST,"41.32249119999999, -72.90070469999999",2019-07-18T22:59:00Z,THU,7,19028206
BURGLARY,RESIDENCE/HOME,480 FERRY ST,"41.3128185, -72.8972379",2019-07-15T12:07:00Z,MON,8,19027635
BURGLARY,RESTAURANT,286 GRAND AVE,"41.3085683, -72.8984608",2019-07-21T10:17:00Z,SUN,8,19028548
INTIMIDATION WITH A WEAPON,RESIDENCE/HOME,480 FERRY ST,"41.3128185, -72.8972379",2019-07-17T22:41:00Z,WED,8,19028056
INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,503 FERRY ST,"41.313547, -72.896333",2019-07-19T16:17:00Z,FRI,8,19028343
LARCENY,STREET/HIGHWAY/ALLEYWAY,78 IVES PL,"41.3054887, -72.91167829999999",2019-07-16T11:00:00Z,TUE,8,19027629
LARCENY,RESIDENCE/HOME,493 FERRY ST,"41.3133038, -72.8962454",2019-07-18T06:20:00Z,THU,8,19028076
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,E PEARL ST & GRAND AVE,"41.3093444, -72.8914485",2019-07-15T02:16:00Z,MON,8,19027569
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,1 CHAPEL ST,"41.30460679999999, -72.8928291",2019-07-16T17:46:00Z,TUE,8,19027850
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,483 FERRY ST,"41.3130219, -72.8961996",2019-07-18T08:56:00Z,THU,8,19028083
MOTOR VEHICLE THEFT,RESIDENCE/HOME,234 POPLAR ST,"41.3082022, -72.897071",2019-07-19T06:38:00Z,FRI,8,19028222
ROBBERY,RESIDENCE/HOME,101 WOOLSEY ST,"41.3077283, -72.9029273",2019-07-15T22:35:00Z,MON,8,19027720
BURGLARY,RESIDENCE/HOME,171 RUSSELL ST,"41.2977424, -72.8832061",2019-07-17T15:10:00Z,WED,9,19027999
INTIMIDATION WITH A WEAPON,RESIDENCE/HOME,200 QUINNIPIAC AVE,"41.2964323, -72.8918156",2019-07-21T22:30:00Z,SUN,9,19028607
MOTOR VEHICLE THEFT,RESIDENCE/HOME,3 JACKSON LN,"41.31243080000001, -72.8729386",2019-07-18T00:27:00Z,THU,9,19028061
INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,WHALLEY AVE & WINTHROP AVE,"41.3174184, -72.94452609999999",2019-07-20T12:07:00Z,SAT,10,19028461
LARCENY,RESIDENCE/HOME,189 COLONY RD,"41.327225, -72.9436805",2019-07-16T11:28:00Z,TUE,10,19027780
LARCENY,STREET/HIGHWAY/ALLEYWAY,GLEN RD & NORTON PKY,"41.3237606, -72.94244979999999",2019-07-21T01:51:00Z,SUN,10,19028535
MOTOR VEHICLE THEFT,RESIDENCE/HOME,233 BLAKE ST,"41.3259238, -72.9524005",2019-07-18T09:36:00Z,THU,10,19028094
ROBBERY,STREET/HIGHWAY/ALLEYWAY,104 BROWNELL ST,"41.3188203, -72.9510164",2019-07-16T23:04:00Z,TUE,10,19027891
LARCENY,STREET/HIGHWAY/ALLEYWAY,COURT ST & STATE ST,"41.3058499, -72.92203359999999",2019-10-28T22:34:00Z,MON,1,19043673
LARCENY,STREET/HIGHWAY/ALLEYWAY,156 GROVE ST,"41.3114503, -72.9249157",2019-10-30T09:50:00Z,WED,1,19043822
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,VALLEY & HARPER,"41.3384679, -72.9733634",2019-11-03T22:55:00Z,SUN,2,19044499
BURGLARY,RESIDENCE/HOME,180 S GENESEE ST,"41.3376035, -72.9743077",2019-10-29T07:55:00Z,TUE,2,19043696
BURGLARY,STREET/HIGHWAY/ALLEYWAY,295 CENTRAL AVE,"41.3172811, -72.9626887",2019-11-02T11:21:00Z,SAT,2,19044339
BURGLARY,RESIDENCE/HOME,494 VALLEY ST,"41.3370426, -72.9726168",2019-11-02T16:25:00Z,SAT,2,19044348
INTIMIDATION WITH A WEAPON,RESIDENCE/HOME,494 VALLEY ST,"41.3370426, -72.9726168",2019-11-03T12:25:00Z,SUN,2,19044429
LARCENY,STREET/HIGHWAY/ALLEYWAY,17 JUDWIN AVE,"41.3266931, -72.9790197",2019-10-28T13:23:00Z,MON,2,19043576
LARCENY,RESIDENCE/HOME,20 LONG HILL TER,"41.3276011, -72.9857548",2019-10-28T07:35:00Z,MON,2,19043521
LARCENY,RESIDENCE/HOME,1960 CHAPEL ST,"41.3154206, -72.9639804",2019-10-28T08:41:00Z,MON,2,19043525
LARCENY,RESIDENCE/HOME,55 BENTON ST,"41.3295348, -72.97666699999999",2019-10-28T08:32:00Z,MON,2,19043528
LARCENY,PARKING LOT/GARAGE,400 BLAKE ST,"41.3283587, -72.956985",2019-10-28T08:48:00Z,MON,2,19043538
LARCENY,STREET/HIGHWAY/ALLEYWAY,908 WHALLEY AVE,"41.327211, -72.9605839",2019-10-28T15:15:00Z,MON,2,19043587
LARCENY,STREET/HIGHWAY/ALLEYWAY,249 FITCH ST,"41.3297557, -72.950555",2019-10-29T13:27:00Z,TUE,2,19043721
LARCENY,STREET/HIGHWAY/ALLEYWAY,259 KNOLLWOOD DR,"41.32209400000001, -72.9743143",2019-10-30T11:30:00Z,WED,2,19043844
BURGLARY,SERVICE/GAS STATION,465 ELLA T GRASSO BLVD,"41.2928469, -72.9432248",2019-10-31T06:11:00Z,THU,3,19043974
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,165 ROSETTE ST,"41.2929457, -72.937371",2019-11-03T05:04:00Z,SUN,3,19044396
BURGLARY,RESIDENCE/HOME,706 GEORGE ST,"41.3098184, -72.94617199999999",2019-10-30T18:39:00Z,WED,4,19043938
INTIMIDATION WITH A WEAPON,RESIDENCE/HOME,536 ELM ST,"41.3135865, -72.93915009999999",2019-10-29T19:48:00Z,TUE,4,19043776
INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,106 KENSINGTON ST,"41.3132389, -72.9391128",2019-10-29T22:05:00Z,TUE,4,19043790
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,CHAPEL ST & HOWE ST,"41.3093007, -72.93545",2019-10-29T09:15:00Z,TUE,4,19043701
MOTOR VEHICLE THEFT,RESTAURANT,89 HOWE ST,"41.3104588, -72.9343604",2019-10-31T20:10:00Z,THU,4,19044090
ROBBERY,STREET/HIGHWAY/ALLEYWAY,CHAPEL ST & KENSINGTON ST,"41.31038059999999, -72.9402451",2019-10-29T01:55:00Z,TUE,4,19043680
LARCENY,STREET/HIGHWAY/ALLEYWAY,161 PARK ST,"41.308166, -72.9338439",2019-10-31T17:25:00Z,THU,4,19044064
LARCENY,STREET/HIGHWAY/ALLEYWAY,CHAPEL ST & YORK ST,"41.3084797, -72.9316047",2019-10-29T09:49:00Z,TUE,4,19043699
LARCENY,STREET/HIGHWAY/ALLEYWAY,139 WEST ST,"41.2981766, -72.9412006",2019-10-30T06:29:00Z,WED,5,19043803
LARCENY,STREET/HIGHWAY/ALLEYWAY,36 AUBURN ST,"41.3050388, -72.94580289999999",2019-11-03T09:23:00Z,SUN,5,19044414
LARCENY,PARKING LOT/GARAGE,255 GOFFE ST,"41.3186511, -72.9381846",2019-10-29T08:10:00Z,TUE,6,19043687
LARCENY,STREET/HIGHWAY/ALLEYWAY,23 FRANCES HUNTER,"41.3164015, -72.93216319999999",2019-11-01T17:22:00Z,FRI,6,19044208
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,45 DIXWELL AVE,"41.3142494, -72.9323735",2019-10-29T09:24:00Z,TUE,6,19043585
BURGLARY,STREET/HIGHWAY/ALLEYWAY,703 WHITNEY AVE,"41.3294509, -72.91362629999999",2019-10-28T08:55:00Z,MON,7,19043535
BURGLARY,RESIDENCE/HOME,48 LINDEN ST,"41.3208413, -72.9115777",2019-10-28T16:57:00Z,MON,7,19043627
BURGLARY,RESIDENCE/HOME,180 CEDAR HILL AVE,"41.3209379, -72.8993665",2019-10-30T19:50:00Z,WED,7,19043916
BURGLARY,COMMERCIAL/OFFICE BLDG,981 STATE ST,"41.315551, -72.9095358",2019-11-03T09:19:00Z,SUN,7,19044418
BURGLARY,RESIDENCE/HOME,232 NEWHALL ST,"41.330231, -72.9284083",2019-11-03T13:52:00Z,SUN,7,19044444
BURGLARY,RESIDENCE/HOME,240 LIVINGSTON ST,"41.3258903, -72.912789",2019-11-03T16:39:00Z,SUN,7,19044462
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,374 DIXWELL AVE,"41.3233977, -72.9354804",2019-10-28T16:16:00Z,MON,7,19043601
INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,LINCOLN ST & BRADLEY,"41.3135262, -72.9193226",2019-10-30T13:51:00Z,WED,7,19043872
INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,61 SHEFFIELD AVE,"41.3263888, -72.9257897",2019-11-01T19:33:00Z,FRI,7,19044240
LARCENY,STREET/HIGHWAY/ALLEYWAY,68 CANNER ST,"41.3226702, -72.9102741",2019-11-03T10:08:00Z,SUN,7,19044424
MOTOR VEHICLE THEFT,RESIDENCE/HOME,765 WHITNEY AVE,"41.331088, -72.9130428",2019-10-28T10:26:00Z,MON,7,19043542
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,61 SHEFFIELD AVE,"41.3263888, -72.9257897",2019-11-01T19:33:00Z,FRI,7,19044240
BURGLARY,CONVENIENCE STORE,70 GRAND AVE,"41.3093415, -72.8902688",2019-10-28T02:23:00Z,MON,8,19043513
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,267 LLOYD ST,"41.3093914, -72.9008604",2019-10-30T11:51:00Z,WED,8,19043855
LARCENY,STREET/HIGHWAY/ALLEYWAY,79 PIERPONT ST,"41.3071484, -72.8943961",2019-10-28T18:44:00Z,MON,8,19043647
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,166 FERRY ST,"41.3043111, -72.8945849",2019-10-29T12:06:00Z,TUE,8,19043712
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,59 CLAY ST,"41.3106634, -72.8987099",2019-11-03T09:06:00Z,SUN,8,19044416
ROBBERY,STREET/HIGHWAY/ALLEYWAY,POPLAR ST & GRAND AVE,"41.308888, -72.8970523",2019-10-28T14:20:00Z,MON,8,19043588
ROBBERY,STREET/HIGHWAY/ALLEYWAY,46 WALNUT ST,"41.3120126, -72.9103112",2019-10-30T23:37:00Z,WED,8,19043965
ROBBERY,STREET/HIGHWAY/ALLEYWAY,LOMBARD ST & BLATCHLEY AVE,"41.3145917, -72.9006735",2019-10-31T00:49:00Z,THU,8,19043968
ROBBERY,STREET/HIGHWAY/ALLEYWAY,279 LOMBARD ST,"41.3155308, -72.89509190000001",2019-11-01T11:56:00Z,FRI,8,19044175
ROBBERY,SPECIALITY STORE,85 GRAND AVE,"41.3095004, -72.890959",2019-10-31T19:48:00Z,THU,8,19044094
BURGLARY,RESIDENCE/HOME,91 SHERLAND AVE,"41.3074106, -72.88189349999999",2019-10-29T21:19:00Z,TUE,9,19043789
BURGLARY,RESIDENCE/HOME,433 LEXINGTON AVE,"41.3091211, -72.8824192",2019-10-31T18:13:00Z,THU,9,19044076
INTIMIDATION WITH A WEAPON,RESIDENCE/HOME,576 RUSSELL ST,"41.3074829, -72.8766323",2019-10-28T18:04:00Z,MON,9,19043633
INTIMIDATION WITH A WEAPON,RESIDENCE/HOME,351 CONCORD ST,"41.2673902, -72.8939499",2019-11-01T16:03:00Z,FRI,9,19044244
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,MIDDLETOWN AVENUE,"41.3294697, -72.876391",2019-10-28T12:35:00Z,MON,9,19043563
BURGLARY,RESIDENCE/HOME,135 ROGER WHITE DR,"41.330031, -72.9463565",2019-11-02T09:28:00Z,SAT,10,19044287
BURGLARY,RESIDENCE/HOME,104 BLAKE ST,"41.3226389, -72.95098329999999",2019-11-03T02:45:00Z,SUN,10,19044401
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,543 WHALLEY AVE,"41.320549, -72.9506059",2019-11-03T11:41:00Z,SUN,10,19044426
LARCENY,STREET/HIGHWAY/ALLEYWAY,5 ROYDON RD,"41.3236468, -72.9494477",2019-10-31T08:12:00Z,THU,10,19043981
LARCENY,STREET/HIGHWAY/ALLEYWAY,77 DICKERMAN ST,"41.3163681, -72.93766719999999",2019-11-03T08:14:00Z,SUN,10,19044410
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,480 SHERMAN PKY,"41.3229465, -72.93919629999999",2019-11-01T21:26:00Z,FRI,10,19044245
ROBBERY,DRUG STORE/DRS OFFICE/HOSPITAL,123 CHURCH ST,"41.3061264, -72.9252937",2020-02-09T12:59:00Z,SUN,1,20007003
BURGLARY,OTHER/UNKNOWN,827 WHALLEY AVE,"41.3259107, -72.9580752",2020-02-06T09:08:00Z,THU,2,20006462
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,214 W ROCK AVE,"41.3212029, -72.96088999999999",2020-02-03T21:39:00Z,MON,2,20006013
LARCENY,STREET/HIGHWAY/ALLEYWAY,230 PORTSEA ST,"41.2968644, -72.93339150000001",2020-02-03T08:12:00Z,MON,3,20005850
LARCENY,RESIDENCE/HOME,44 CEDAR ST,"41.2926874, -72.9307947",2020-02-03T10:17:00Z,MON,3,20005875
LARCENY,PARKING LOT/GARAGE,164 ROSETTE ST,"41.2926562, -72.9373353",2020-02-07T18:37:00Z,FRI,3,20006734
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,40 KIMBERLY AVE,"41.29098159999999, -72.933255",2020-02-04T22:15:00Z,TUE,3,20006173
ROBBERY,STREET/HIGHWAY/ALLEYWAY,428 COLUMBUS AVE,"41.2974018, -72.9398288",2020-02-03T12:52:00Z,MON,3,20005953
ROBBERY,STREET/HIGHWAY/ALLEYWAY,40 ADELINE ST,"41.2957922, -72.9408661",2020-02-08T16:14:00Z,SAT,3,20006869
LARCENY,PARKING LOT/GARAGE,100 YORK ST,"41.3069785, -72.933086",2020-02-09T10:21:00Z,SUN,4,20006987
LARCENY,COMMERCIAL/OFFICE BLDG,502 ORCHARD ST,"41.314947, -72.940022",2020-02-05T13:47:00Z,WED,4,20006318
LARCENY,STREET/HIGHWAY/ALLEYWAY,37 STANLEY ST,"41.3135547, -72.9495841",2020-02-08T08:31:00Z,SAT,4,20006816
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,69 IRVING ST,"41.312191, -72.9517546",2020-02-05T11:48:00Z,WED,4,20006279
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,794 GEORGE ST,"41.3105598, -72.94958559999999",2020-02-07T10:47:00Z,FRI,4,20006647
AGGRAVATED ASSAULT,PARKING LOT/GARAGE,914 HOWARD AVE,"41.305558, -72.938609",2020-02-08T00:05:00Z,SAT,5,20006794
LARCENY,PARKING LOT/GARAGE,20 YORK ST,"41.3044229, -72.93556629999999",2020-02-03T16:54:00Z,MON,5,20005961
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,322 DAVENPORT AVE,"41.2996364, -72.9440048",2020-02-04T16:29:00Z,TUE,5,20006109
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,874 HOWARD AVE,"41.3045177, -72.9371791",2020-02-05T23:40:00Z,WED,5,20006422
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,30 GRACE ST,"41.3203976, -72.8988761",2020-02-08T13:24:00Z,SAT,7,20006845
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,STATE ST & MAY ST,"41.3193144, -72.8987697",2020-02-07T23:22:00Z,FRI,7,20006788
INTIMIDATION WITH A WEAPON,RESIDENCE/HOME,370 MANSFIELD ST,"41.32538580000001, -72.9249707",2020-02-05T13:35:00Z,WED,7,20006311
LARCENY,STREET/HIGHWAY/ALLEYWAY,389 NEWHALL ST,"41.3343684, -72.9267689",2020-02-08T11:34:00Z,SAT,7,20006829
ROBBERY,STREET/HIGHWAY/ALLEYWAY,81 LIVINGSTON ST,"41.3212243, -72.915027",2020-02-05T00:36:00Z,WED,7,20006168
BURGLARY,SPECIALITY STORE,523 FERRY ST,"41.3140424, -72.8965522",2020-02-07T02:57:00Z,FRI,8,20006597
BURGLARY,RESIDENCE/HOME,314 LOMBARD ST,"41.31506, -72.8958304",2020-02-09T14:49:00Z,SUN,8,20007016
FIREARM DISCHARGE,RESIDENCE/HOME,35 DEL RIO DR,"41.3179408, -72.8889998",2020-02-07T11:43:00Z,FRI,8,20006662
LARCENY,STREET/HIGHWAY/ALLEYWAY,244 LOMBARD ST,"41.315302, -72.89398400000002",2020-02-07T03:17:00Z,FRI,8,20006598
LARCENY,PARKING LOT/GARAGE,637 FERRY ST,"41.317176, -72.8972079",2020-02-03T09:50:00Z,MON,8,20005868
LARCENY,PARKING LOT/GARAGE,387 GRAND AVE,"41.308694, -72.9026657",2020-02-04T10:14:00Z,TUE,8,20006064
LARCENY,STREET/HIGHWAY/ALLEYWAY,256 BLATCHLEY AVE,"41.3091392, -72.89970679999999",2020-02-06T20:58:00Z,THU,8,20006579
ROBBERY,STREET/HIGHWAY/ALLEYWAY,325 FERRY ST,"41.3084353, -72.8944691",2020-02-09T12:05:00Z,SUN,8,20006997
BURGLARY,SERVICE/GAS STATION,125 FOXON BLVD,"41.3223207, -72.8789168",2020-02-07T18:30:00Z,FRI,9,20006745
INTIMIDATION WITH A WEAPON,RESIDENCE/HOME,109 ESSEX ST,"41.3188108, -72.87326329999999",2020-02-05T21:27:00Z,WED,9,20006410
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,510 WOODWARD AVE,"41.2825989, -72.8970518",2020-02-04T10:52:00Z,TUE,9,20006072
AGGRAVATED ASSAULT,RESIDENCE/HOME,342 SHERMAN AVE,"41.3180781, -72.9418811",2020-02-09T05:44:00Z,SUN,10,20006967
LARCENY,RESIDENCE/HOME,562 WINTHROP AVE,"41.3203032, -72.94298839999999",2020-02-04T14:44:00Z,TUE,10,20006092
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,53 OSBORN AVE,"41.3230626, -72.9517778",2020-02-03T12:52:00Z,MON,10,20005919
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,88 DIAMOND ST,"41.3273918, -72.9507857",2020-02-04T08:24:00Z,TUE,10,20006044
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,722 ELM ST,"41.3158454, -72.9454799",2020-02-07T08:23:00Z,FRI,10,20006622
AGGRAVATED ASSAULT,RESIDENCE/HOME,226 FOUNTAIN ST,"41.3263647, -72.967209",2019-11-28T20:59:00Z,THU,2,19047886
BURGLARY,HOTEL/MOTEL/ETC,45 POND LILY AVE,"41.3393378, -72.9754028",2019-11-29T09:27:00Z,FRI,2,19048000
BURGLARY,RESIDENCE/HOME,29 LODGE ST,"41.3441248, -72.96244209999999",2019-11-30T22:14:00Z,SAT,2,19048236
LARCENY,PARKING LOT/GARAGE,86 S GENESEE ST,"41.3359636, -72.9737885",2019-11-26T13:48:00Z,TUE,2,19047659
LARCENY,PARKING LOT/GARAGE,243 FOUNTAIN ST,"41.327488, -72.967694",2019-11-29T19:23:00Z,FRI,2,19047880
LARCENY,PARKING LOT/GARAGE,6 LODGE ST,"41.3443073, -72.9622595",2019-11-30T09:28:00Z,SAT,2,19048138
LARCENY,STREET/HIGHWAY/ALLEYWAY,252 DERBY AVE,"41.31010209999999, -72.9595547",2019-11-25T09:30:00Z,MON,2,19047459
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,898 WHALLEY AVE,"41.3269773, -72.96038170000001",2019-11-29T18:59:00Z,FRI,2,19048050
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,911 WHALLEY AVE,"41.3273842, -72.9601282",2019-11-26T18:51:00Z,TUE,2,19047707
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,7 EDGAR ST,"41.2947906, -72.9321374",2019-11-27T15:31:00Z,WED,3,19047800
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,200 SARGENT DR,"41.2932262, -72.9211225",2019-11-29T18:42:00Z,FRI,3,19048070
ROBBERY,STREET/HIGHWAY/ALLEYWAY,ROSETTE ST & HOWARD AVE,"41.2933501, -72.9330047",2019-11-29T20:23:00Z,FRI,3,19048082
BURGLARY,RESIDENCE/HOME,73 EDGEWOOD AVE,"41.3111244, -72.9352613",2019-11-25T23:30:00Z,MON,4,19047583
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,100 PARK ST,"41.30686499999999, -72.9353986",2019-12-01T22:12:00Z,SUN,4,19048311
ROBBERY,STREET/HIGHWAY/ALLEYWAY,55 COLLEGE ST,"41.3033009, -72.9313158",2019-11-26T21:59:00Z,TUE,5,19047725
LARCENY,PARKING LOT/GARAGE,21 NASH ST,"41.3166073, -72.9097204",2019-11-28T17:20:00Z,THU,7,19047898
LARCENY,PARKING LOT/GARAGE,437 WHITNEY AVE,"41.3224348, -72.9172409",2019-11-25T10:16:00Z,MON,7,19047469
LARCENY,STREET/HIGHWAY/ALLEYWAY,55 CLARK ST,"41.3145489, -72.914704",2019-11-25T11:24:00Z,MON,7,19047483
BURGLARY,RESIDENCE/HOME,274 LOMBARD ST,"41.315224, -72.8948764",2019-11-30T11:03:00Z,SAT,8,19048144
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,1175 STATE ST,"41.3159838, -72.90317329999999",2019-11-30T07:28:00Z,SAT,8,19048127
ROBBERY,STREET/HIGHWAY/ALLEYWAY,E PEARL ST & GRAND AVE,"41.3093444, -72.8914485",2019-11-28T00:35:00Z,THU,8,19047854
ROBBERY,GROCERY/SUPERMARKET,267 GRAND AVE,"41.308938, -72.897814",2019-11-25T23:05:00Z,MON,8,19047572
